contact,Business
contain,Mathematics
container,Household
continent,Nature
continue,Time
convention,Political
cook,People
cooperate,Business
corn,Agriculture
correct,Education
cost,Business
count,Mathematics
cover,Visual
crash,Transport
creature,Animals
credit,Business
crew,People
criticize,Political
crops,Agriculture
cross,Visual
crowd,People
culture,Education
cure,Nature
curfew,Political
custom,Business
customs,Political
cut,Agriculture
dam,Industry
danger,Nature
date,Time
daughter,People
day,Time
dead,Nature
deaf,Education
deal,Business
debate,Political
debt,Business
decide,Political
declare,Political
decrease,Mathematics
deep,Visual
defend,War
deficit,Business
degree,Education
delay,Time
democracy,Political
demonstrate,Education
depend,Business
deplore,Agriculture
deploy,War
describe,Visual
desert,Nature
design,Visual
destroy,War
detain,Political
device,Tools
dictator,Political
diet,Food/Drink
different,Visual
difficult,Education
dig,Agriculture
diplomat,Political
direct,Direction
disappear,Visual
disarm,War
discover,Education
discrimination,Political
discuss,Education
disease,Nature
dismiss,Business
dissident,Political
distance,Mathematics
dive,Direction
divide,Mathematics
do,Industry
doctor,People
document,Business
dollar,Business
donate,Business
double,Mathematics
down,Direction
drink,Food/Drink
drive,Transport
drown,Nature
drug,Industry
dry,Food/Drink
duty,Business
each,Mathematics
earn,Business
earth,Nature
earthquake,Nature
ease,Business
easy,Education
ecology,Nature
egg,Food/Drink
elect,Political
electricity,Industry
embryo,Nature
emergency,Nature
emotion,People
employ,Business
empty,"I do not have enough information to answer the query. The cell A795 appears to be empty, so there is no text to categorize. Please provide a cell with content to be classified."
enemy,War
enforce,Political
engineer,People
enter,Direction
equal,Mathematics
escape,Nature
establish,Business
estimate,Mathematics
ethnic,People
event,Time
ever,Time
every,Time
evil,People
exact,Mathematics
examine,Visual
example,Agriculture
excuse,People
exile,People
expel,Education
experiment,Education
export,Business
extra,Mathematics
extraordinary,Business
extreme,Mathematics
extremist,Political
face,Body Parts
factory,Industry
fair,Visual
fall,Nature
FALSE,Nature
famous,People
fast,Time
fat,Food/Drink
father,People
favorite,People
fear,People
feed,Agriculture
female,People
fence,Agriculture
field,Agriculture
fierce,War
fight,War
fill,Agriculture
film,Visual
final,Time
financial,Business
find,Visual
finish,Time
first,Time
flat,Visual
flee,War
float,Mathematics
flood,Nature
floor,Household
flower,Nature
fluid,Materials
follow,Direction
fool,People
for,Nature
force,War
forget,Education
forgive,People
form,Agriculture
forward,Direction
free,Political
freedom,Political
freeze,Nature
fruit,Food/Drink
fuel,Industry
full,Mathematics
fun,People
funeral,People
future,Time
game,Education
gas,Transport
general,Education
generation,Agriculture
genocide,War
gentle,Visual
give,Business
glass,Materials
go,Direction
goal,Business
god,People
gold,Materials
good,Visual
goods,Business
govern,Political
government,Political
grain,Agriculture
grass,Nature
gray,Color
green,Color
ground,Nature
group,Business
grow,Agriculture
guarantee,Business
guard,People
guerrilla,War
guilty,Political
hair,Body Parts
half,Mathematics
happen,Time
happy,People
hard,Materials
harm,War
hate,People
have,Business
he,People
head,Body Parts
headquarters,Business
hear,Body Parts
heat,Nature
heavy,Visual
helicopter,Transport
here,Direction
hero,People
hide,Visual
high,Visual
hill,Nature
history,Political
hold,Business
hole,Industry
holiday,Time
home,Buildings
honest,People
honor,Political
hope,Nature
horrible,Visual
hostage,People
hotel,Buildings
hour,Time
how,Mathematics
huge,Visual
humor,People
hunt,Animals
hurt,Body Parts
husband,People
ice,Nature
idea,Education
identify,Visual
ignore,Nature
illegal,Political
immigrant,People
important,Business
improve,Education
in,Direction
include,Business
increase,Mathematics
industry,Industry
influence,Political
inform,Education
inject,Body Parts
innocent,People
insect,Animals
inspect,Visual
instead,"The word instead does not fit into any of the provided categories. It is a logical adverb used to suggest an alternative or substitute, whereas the categories provided are specific topical or thematic groups (e.g., Animals, Agriculture, Business)."
instrument,Tools
intelligence,Political
intense,Nature
interest,Business
interfere,Political
international,Political
invent,Industry
investigate,Education
invite,People
involve,Business
issue,Business
it,Mathematics
jewel,Materials
job,Business
join,People
joint,Body Parts
joke,Education
judge,People
jump,Body Parts
justice,Political
keep,Business
kidnap,Political
kind,Nature
know,Education
knowledge,Education
labor,Business
laboratory,Education
lack,Business
lake,Nature
land,Nature
language,Education
last,Time
laugh,Body Parts
law,Political
leave,Direction
left,Direction
legal,Political
less,Mathematics
let,People
letter,Education
level,Education
liberal,Political
lie,Direction
life,Nature
lift,Industry
lightning,Nature
like,Visual
link,Business
liquid,Materials
list,Education
little,Mathematics
live,Nature
load,Industry
loan,Business
long,Time
look,Visual
lose,Business
loud,Visual
low,Direction
loyal,People
magazine,Business
main,Business
major,Education
majority,Political
make,Industry
male,People
many,Mathematics
march,Time
market,Business
mass,Mathematics
matter,Nature
may,Time
meat,Food/Drink
media,Industry
medicine,Industry
melt,Nature
member,People
memorial,Buildings
mental,Body Parts
method,Mathematics
middle,Direction
militant,War
military,War
militia,War
milk,Food/Drink
mind,Body Parts
mineral,Materials
minor,Mathematics
minority,People
minute,Time
miss,Visual
missing,Time
model,Industry
money,Business
month,Time
moon,Nature
moral,People
morning,Time
most,Mathematics
mother,People
motion,Visual
mourn,People
move,Direction
movement,Visual
movie,Visual
murder,Political
music,Education
must,Education
mystery,Visual
nation,Political
native,People
natural,Nature
nature,Nature
navy,Color
necessary,Education
need,Business
neither,Mathematics
neutral,Political
never,Time
new,Time
news,Political
nice,Visual
no,Mathematics
noise,Nature
nominate,Political
normal,Nature
north,Direction
note,Education
nothing,Nature
nuclear,War
number,Mathematics
ocean,Nature
of,Nature
offensive,People
offer,Business
office,Business
officer,People
official,Political
often,Time
oil,Industry
old,Time
on,Direction
once,Time
only,Mathematics
open,Direction
operate,Business
opinion,Political
or,Nature
orbit,Nature
order,Business
other,Nature
oust,Political
owe,Business
own,Business
paint,Visual
paper,Materials
parachute,Transport
parade,Visual
part,Body Parts
partner,People
pass,Direction
passenger,Transport
passport,Political
past,Time
patient,People
peace,Political
perfect,Visual
perform,Visual
person,People
physical,Nature
physics,Education
picture,Visual
piece,Mathematics
pilot,Transport
pipe,Tools
place,Nature
planet,Nature
plant,Nature
plastic,Materials
play,Visual
please,People
plenty,Mathematics
plot,Visual
poison,Nature
police,Political
policy,Political
politics,Political
pollute,Nature
popular,People
population,People
port,Transport
position,Direction
possible,Mathematics
poverty,Political
power,Industry
pray,People
predict,Time
pregnant,People
present,Time
president,Political
press,Political
pressure,Nature
prison,Buildings
private,Business
probably,Mathematics
problem,Business
process,Business
produce,Agriculture
professor,Education
profit,Business
progress,Education
project,Business
propaganda,Political
propose,Business
protect,Business
protest,Political
prove,Business
provide,Business
public,Political
publication,Business
pump,Tools
purchase,Business
pure,Materials
purpose,Business
push,Direction
put,Household
quality,Visual
question,Education
quick,Visual
radar,Industry
radiation,Nature
raise,Agriculture
rare,Nature
reach,Body Parts
react,Education
read,Education
real,Mathematics
realistic,Visual
reason,Mathematics
reasonable,Business
rebel,Political
receive,Business
recent,Time
recession,Business
record,Business
recover,Business
red,Color
reform,Political
refuse,Household
register,Business
regret,People
reject,Business
relations,Political
remain,Time
remains,Body Parts
remember,Education
remove,Industry
repeat,Time
report,Business
represent,Political
repress,Political
request,Business
require,Business
rescue,People
research,Education
resign,Business
resist,War
resolution,Political
resource,Industry
respect,People
rest,Time
restrict,Political
retire,Agriculture
return,Direction
revolt,Political
rice,Agriculture
rich,Business
ride,Transport
right,Direction
riot,Political
rise,Direction
river,Nature
road,Transport
rock,Nature
rocket,Transport
roll,Agriculture
room,Buildings
round,Mathematics
rub,Body Parts
rule,Political
run,Transport
sabotage,War
sad,People
safe,Nature
sail,Transport
salt,Food/Drink
same,Mathematics
sand,Materials
satellite,Transport
say,Education
school,Education
science,Education
sea,Nature
season,Time
second,Time
secret,Political
security,Business
see,Visual
seeking,Business
seem,Visual
seize,Political
self,Body Parts
Senate,Political
send,Business
sense,Body Parts
sentence,Education
separate,Mathematics
service,Business
settle,People
several,Mathematics
severe,Nature
sex,People
shake,Food/Drink
shape,Visual
share,Business
sharp,Visual
shell,Nature
shelter,Buildings
shine,Visual
ship,Transport
shock,Nature
shoot,War
short,Mathematics
shout,People
show,Visual
sick,Body Parts
side,Direction
signal,Visual
silence,Nature
similar,Visual
simple,Nature
since,Time
single,Mathematics
sink,Household
sister,People
situation,Business
skill,Education
skin,Body Parts
sky,Nature
slave,People
sleep,Body Parts
slide,Visual
slow,Time
smooth,Visual
so,"I do not have enough information to categorize ""so"" into the provided categories. The word ""so"" is a conjunction or adverb that does not fit into specific classifications like Color, Animals, or Agriculture. Please provide a broader set of categories or a different word."
social,People
soil,Agriculture
soldier,War
solid,Materials
solve,Mathematics
some,Mathematics
soon,Time
south,Direction
speak,People
special,Education
speech,People
speed,Mathematics
spill,Nature
spirit,Nature
split,Nature
sport,Industry
spread,Agriculture
stab,War
stand,Agriculture
star,Nature
start,Time
starve,Food/Drink
statue,Visual
steal,Business
steam,Industry
steel,Materials
stick,Tools
still,Time
stone,Materials
stop,Direction
storm,Nature
story,Education
straight,Direction
strange,Visual
street,Transport
stretch,Body Parts
strong,Visual
structure,Buildings
study,Education
stupid,People
submarine,Transport
subversion,Political
succeed,Business
such,Visual
sudden,Time
sugar,Food/Drink
suggest,Education
suicide,People
sun,Nature
support,Political
sure,Visual
surface,Nature
surprise,Visual
surrender,War
surround,Visual
survive,Nature
suspect,Political
suspend,Time
swallow,Animals
swear in,Political
sweet,Food/Drink
swim,Nature
talk,People
tall,Visual
tank,War
target,War
tax,Business
tea,Food/Drink
teach,Education
team,People
technical,Education
technology,Industry
telescope,Visual
television,Visual
temporary,Time
tense,Time
terror,War
terrorist,War
test,Education
the,Nature
theater,Visual
them,People
then,Time
theory,Mathematics
there,Direction
these,I do not have enough information to answer the query. The word these does not clearly fit into any of the provided categories. Please provide a different word or more context.
thick,Visual
thing,Nature
think,Education
third,Mathematics
this,Time
threaten,War
through,Direction
tie,Clothes
time,Time
tired,Body Parts
to,Mathematics
today,Time
together,Mathematics
tomorrow,Time
tonight,Time
too,Mathematics
tool,Tools
top,Direction
torture,Political
touch,Body Parts
toward,Direction
town,Buildings
trade,Business
tradition,People
traffic,Transport
tragic,People
train,Transport
transport,Transport
transportation,Transport
trap,Agriculture
treason,Political
treasure,Nature
treat,Agriculture
treaty,Political
tree,Nature
trial,Political
tribe,People
trick,Visual
trip,Transport
truck,Transport
TRUE,Mathematics
trust,Business
try,Business
tube,Tools
turn,Direction
understand,Education
universe,Nature
university,Education
unless,"I do not have enough information to answer the query. The word ""unless"" does not fit into any of the provided categories (Color, Visual, Direction, Time, Animals, Food/Drink, Household, Clothes, Tools, Buildings, People, Body Parts, Materials, Transport, Business, Industry, Education, Political, War, Agriculture, Nature, Mathematics). Please provide a different set of categories or a different word to categorize."
up,Direction
urgent,Time
us,Political
use,Industry
vacation,Time
vaccine,Nature
valley,Nature
vehicle,Transport
veto,Political
victim,People
victory,War
video,Visual
village,Buildings
visa,Political
visit,Transport
voice,People
volcano,Nature
volunteer,People
wait,Time
walk,Nature
war,War
wash,Household
watch,Visual
we,People
wealth,Business
weapon,War
wear,Clothes
weather,Nature
week,Time
weigh,Agriculture
well,Nature
wet,Nature
wheat,Agriculture
wheel,Transport
when,Time
where,Direction
whether,None of the categories apply
which,"I do not have enough information to answer the query. The word ""which"" does not clearly fit into any of the provided categories. Please provide more context or a different set of categories."
while,Time
who,People
whole,Mathematics
wife,People
wild,Nature
willing,People
win,Political
window,Household
winter,Time
wire,Materials
wise,Agriculture
with,"I do not have enough information to answer the query. The word ""with"" is a preposition that does not clearly fit into any of the provided categories (Color, Visual, Direction, Time, Animals, Food/Drink, Household, Clothes, Tools, Buildings, People, Body Parts, Materials, Transport, Business, Industry, Education, Political, War, Agriculture, Nature, Mathematics). Please provide a word that fits one of these specific categories."
withdraw,War
without,Direction
witness,People
woman,People
word,Agriculture
work,Business
worth,Business
wreck,Transport
wreckage,Transport
write,Education
wrong,Education
year,Time
yellow,Color
yes,Nature
yesterday,Time
yet,Time
you,People
zero,Mathematics
